Date                      ,asset_1            ,asset_2            ,zscore                ,pred ,asset_1_position ,asset_2_position ,asset_1_change          ,asset_2_change          ,pnl                     ,cumulative_pnl
2019-03-06 00:00:00+00:00 ,1284.9000244140625 ,15.003000259399414 ,2.1097341214951135    ,   0 ,0                ,0                ,0.0022621095273498426   ,-0.0011318374065342196  ,0.0                     ,0.0
2019-03-07 00:00:00+00:00 ,1283.800048828125  ,14.960000038146973 ,2.0475694484339595    ,   0 ,0                ,0                ,-0.0008560787337824616  ,-0.002866108145635815   ,0.0                     ,0.0
2019-03-08 00:00:00+00:00 ,1297.0             ,15.272000312805176 ,1.1049263720751594    ,   0 ,0                ,0                ,0.01028193696045121     ,0.02085563327958706     ,0.0                     ,0.0
2019-03-11 00:00:00+00:00 ,1288.800048828125  ,15.196999549865723 ,0.8903038028086492    ,   0 ,0                ,0                ,-0.006322244542694699   ,-0.004910997996547151   ,0.0                     ,0.0
2019-03-12 00:00:00+00:00 ,1296.300048828125  ,15.338000297546387 ,0.5619588020154129    ,   0 ,0                ,0                ,0.005819366632410894    ,0.009278196476745215    ,0.0                     ,0.0
2019-03-13 00:00:00+00:00 ,1307.5             ,15.380999565124512 ,1.0555313337634706    ,   0 ,0                ,0                ,0.008639937321609947    ,0.0028034467821078657   ,0.0                     ,0.0
2019-03-14 00:00:00+00:00 ,1293.4000244140625 ,15.10099983215332  ,1.585687139692186     ,   0 ,0                ,0                ,-0.010783920142208414   ,-0.018204261159078028   ,0.0                     ,0.0
2019-03-15 00:00:00+00:00 ,1301.800048828125  ,15.253000259399414 ,1.2452717484333344    ,   0 ,0                ,0                ,0.006494529345526967    ,0.01006558697672788     ,0.0                     ,0.0
2019-03-18 00:00:00+00:00 ,1300.300048828125  ,15.25100040435791  ,1.075852641820944     ,   0 ,0                ,0                ,-0.0011522506865400128  ,-0.00013111224070627703 ,0.0                     ,0.0
2019-03-19 00:00:00+00:00 ,1305.0             ,15.300999641418457 ,1.0655183161803745    ,   0 ,0                ,0                ,0.0036145128011881855   ,0.003278423430259636    ,0.0                     ,0.0
2019-03-20 00:00:00+00:00 ,1300.5             ,15.244999885559082 ,1.0037879939782746    ,   0 ,0                ,0                ,-0.0034482758620689724  ,-0.003659875640267929   ,0.0                     ,0.0
2019-03-21 00:00:00+00:00 ,1306.0999755859375 ,15.371999740600586 ,0.5670055648680761    ,   0 ,0                ,0                ,0.004306017367118331    ,0.00833059075072895     ,0.0                     ,0.0
2019-03-22 00:00:00+00:00 ,1311.5999755859375 ,15.345000267028809 ,1.1397167685347305    ,   0 ,0                ,0                ,0.004211009955445988    ,-0.0017564060647533575  ,0.0                     ,0.0
2019-03-25 00:00:00+00:00 ,1321.9000244140625 ,15.506999969482422 ,0.8481356175943738    ,   0 ,0                ,0                ,0.007853041338708122    ,0.010557165176575234    ,0.0                     ,0.0
2019-03-26 00:00:00+00:00 ,1314.300048828125  ,15.371000289916992 ,1.0817495058094728    ,   0 ,0                ,0                ,-0.005749281674539808   ,-0.00877021215148488    ,0.0                     ,0.0
2019-03-27 00:00:00+00:00 ,1309.9000244140625 ,15.23900032043457  ,1.5370857453163975    ,   0 ,0                ,0                ,-0.003347808149277376   ,-0.008587597878650155   ,0.0                     ,0.0
2019-03-28 00:00:00+00:00 ,1289.800048828125  ,14.920999526977539 ,1.856952526277252     ,   0 ,0                ,0                ,-0.015344663876106557   ,-0.020867562620273117   ,0.0                     ,0.0
2019-03-29 00:00:00+00:00 ,1293.0             ,15.0600004196167   ,1.0905216967514737    ,   0 ,0                ,0                ,0.0024809668558956055   ,0.009315789628425497    ,0.0                     ,0.0
2019-04-01 00:00:00+00:00 ,1288.4000244140625 ,15.050999641418457 ,0.7095550554757153    ,   0 ,0                ,0                ,-0.0035575990610499097  ,-0.0005976612182904129  ,0.0                     ,0.0
2019-04-02 00:00:00+00:00 ,1290.0             ,15.017999649047852 ,1.010039313905525     ,   0 ,0                ,0                ,0.0012418313843676199   ,-0.0021925448911574996  ,0.0                     ,0.0
2019-04-03 00:00:00+00:00 ,1289.9000244140625 ,15.059000015258789 ,0.6768740406289125    ,   0 ,0                ,0                ,-7.750045421506258e-05  ,0.0027300817132152044   ,0.0                     ,0.0
2019-04-04 00:00:00+00:00 ,1289.0             ,15.041000366210938 ,0.6809964654362994    ,   0 ,0                ,0                ,-0.0006977474199765243  ,-0.0011952751862416289  ,0.0                     ,0.0
2019-04-05 00:00:00+00:00 ,1290.4000244140625 ,15.043000221252441 ,0.7742794075008609    ,   0 ,0                ,0                ,0.0010861322064099621   ,0.00013296024152742447  ,0.0                     ,0.0
2019-04-08 00:00:00+00:00 ,1297.0999755859375 ,15.17300033569336  ,0.28726974342843475   ,   0 ,0                ,0                ,0.005192150530931139    ,0.008641900719861484    ,0.0                     ,0.0
2019-04-09 00:00:00+00:00 ,1303.5             ,15.168000221252441 ,1.1546923663842588    ,   0 ,0                ,0                ,0.004934102640138827    ,-0.0003295402577139228  ,0.0                     ,0.0
2019-04-10 00:00:00+00:00 ,1309.0999755859375 ,15.201000213623047 ,1.5810980207907914    ,   0 ,0                ,0                ,0.004296107085490997    ,0.0021756323766641827   ,0.0                     ,0.0
2019-04-11 00:00:00+00:00 ,1288.5999755859375 ,14.824000358581543 ,2.7763278192853136    ,   0 ,0                ,0                ,-0.015659613766950464   ,-0.024800990049565264   ,0.0                     ,0.0
2019-04-12 00:00:00+00:00 ,1290.5999755859375 ,14.920000076293945 ,1.7542965267354973    ,   0 ,0                ,0                ,0.0015520720455473036   ,0.006475965690113439    ,0.0                     ,0.0
2019-04-15 00:00:00+00:00 ,1286.800048828125  ,14.947999954223633 ,0.8654654148719287    ,   0 ,0                ,0                ,-0.0029443102663064824  ,0.00187666741196435     ,0.0                     ,0.0
2019-04-16 00:00:00+00:00 ,1272.5999755859375 ,14.890999794006348 ,-0.455108115753886    ,   0 ,0                ,0                ,-0.011035182393037135   ,-0.0038132298897405326  ,0.0                     ,0.0
2019-04-17 00:00:00+00:00 ,1272.199951171875  ,14.920999526977539 ,-0.8061258846772869   ,   0 ,0                ,0                ,-0.00031433633642674597 ,0.0020146218109053926   ,0.0                     ,0.0
2019-04-18 00:00:00+00:00 ,1271.9000244140625 ,14.937000274658203 ,-0.9628408601613268   ,   0 ,0                ,0                ,-0.00023575441701295663 ,0.0010723643313395037   ,0.0                     ,0.0
2019-04-22 00:00:00+00:00 ,1273.5             ,14.956999778747559 ,-0.9838304380228962   ,   0 ,0                ,0                ,0.001257941312387878    ,0.0013389237277638966   ,0.0                     ,0.0
2019-04-23 00:00:00+00:00 ,1269.300048828125  ,14.77299976348877  ,0.40969022198119476   ,   0 ,0                ,0                ,-0.0032979593026108978  ,-0.012301933407810495   ,0.0                     ,0.0
2019-04-24 00:00:00+00:00 ,1275.5             ,14.89799976348877  ,-0.23131239138214763  ,   0 ,0                ,0                ,0.004884543396653118    ,0.008461382386868666    ,0.0                     ,0.0
2019-04-25 00:00:00+00:00 ,1275.800048828125  ,14.861000061035156 ,0.2328359558384209    ,   0 ,0                ,0                ,0.00023524016317133523  ,-0.002483534906765783   ,0.0                     ,0.0
2019-04-26 00:00:00+00:00 ,1284.9000244140625 ,15.001999855041504 ,-0.13266900700347653  ,   0 ,0                ,0                ,0.007132760023246698    ,0.009487907504693638    ,0.0                     ,0.0
2019-04-29 00:00:00+00:00 ,1278.5999755859375 ,14.843999862670898 ,0.8465415899958966    ,   0 ,0                ,0                ,-0.004903143208358163   ,-0.010531928669330615   ,0.0                     ,0.0
2019-04-30 00:00:00+00:00 ,1282.800048828125  ,14.899999618530273 ,0.7410516937376811    ,   0 ,0                ,0                ,0.003284900142644487    ,0.0037725516287696603   ,0.0                     ,0.0
2019-05-01 00:00:00+00:00 ,1281.4000244140625 ,14.645000457763672 ,3.0415829635902814    ,   0 ,0                ,0                ,-0.0010913816345279326  ,-0.017114038073495874   ,0.0                     ,0.0
2019-05-02 00:00:00+00:00 ,1269.699951171875  ,14.539999961853027 ,2.284912867351914     ,   0 ,0                ,0                ,-0.009130695348267603   ,-0.0071697161234967055  ,0.0                     ,0.0
2019-05-03 00:00:00+00:00 ,1279.199951171875  ,14.906999588012695 ,-0.2216001445027721   ,   0 ,0                ,0                ,0.007482082669399093    ,0.025240689623282186    ,0.0                     ,0.0
2019-05-06 00:00:00+00:00 ,1281.699951171875  ,14.857000350952148 ,0.5664682212231772    ,   0 ,0                ,0                ,0.0019543465411406835   ,-0.0033540778454674847  ,0.0                     ,0.0
2019-05-07 00:00:00+00:00 ,1283.5             ,14.859999656677246 ,0.7113465879184204    ,   0 ,0                ,0                ,0.001404422951314821    ,0.00020187828325024526  ,0.0                     ,0.0
2019-05-08 00:00:00+00:00 ,1279.4000244140625 ,14.791999816894531 ,0.8347651622012822    ,   0 ,0                ,0                ,-0.0031943713174424904  ,-0.004576032392582197   ,0.0                     ,0.0
2019-05-09 00:00:00+00:00 ,1283.5             ,14.706999778747559 ,1.9996096625016315    ,   0 ,0                ,0                ,0.0032046080254024556   ,-0.005746352028066615   ,0.0                     ,0.0
2019-05-10 00:00:00+00:00 ,1285.699951171875  ,14.72599983215332  ,1.9118467310982086    ,   0 ,0                ,0                ,0.001714025065738145    ,0.0012919054662132723   ,0.0                     ,0.0
2019-05-13 00:00:00+00:00 ,1300.0999755859375 ,14.713000297546387 ,2.918538122332259     ,   0 ,0                ,0                ,0.011200143860110812    ,-0.0008827607466455056  ,0.0                     ,0.0
2019-05-14 00:00:00+00:00 ,1294.699951171875  ,14.751999855041504 ,1.912283301476105     ,   0 ,0                ,0                ,-0.004153545508397416   ,0.002650686923565182    ,0.0                     ,0.0
2019-05-15 00:00:00+00:00 ,1296.300048828125  ,14.751999855041504 ,1.851002602817434     ,   0 ,0                ,0                ,0.0012358829972933805   ,0.0                     ,0.0                     ,0.0
2019-05-16 00:00:00+00:00 ,1285.0             ,14.479000091552734 ,2.362977105542186     ,   0 ,0                ,0                ,-0.00871715529004291    ,-0.018505949442201963   ,0.0                     ,0.0
2019-05-17 00:00:00+00:00 ,1274.5             ,14.347999572753906 ,2.0998561178789363    ,   0 ,0                ,0                ,-0.008171206225680905   ,-0.009047621933178651   ,0.0                     ,0.0
2019-05-20 00:00:00+00:00 ,1276.0999755859375 ,14.409000396728516 ,1.705662059744993     ,   0 ,0                ,0                ,0.0012553751164672278   ,0.0042515211730593805   ,0.0                     ,0.0
2019-05-21 00:00:00+00:00 ,1272.0             ,14.373000144958496 ,1.5031930751422673    ,   0 ,0                ,0                ,-0.003212895278095207   ,-0.0024984558802699786  ,0.0                     ,0.0
2019-05-22 00:00:00+00:00 ,1273.5999755859375 ,14.413999557495117 ,1.2957890595514008    ,   0 ,0                ,0                ,0.001257842441774848    ,0.002852529890984723    ,0.0                     ,0.0
2019-05-23 00:00:00+00:00 ,1284.800048828125  ,14.57699966430664  ,1.0986028017251128    ,   0 ,0                ,0                ,0.008794027525820924    ,0.011308457875369271    ,0.0                     ,0.0
2019-05-24 00:00:00+00:00 ,1283.0             ,14.520000457763672 ,1.1993229046234588    ,   0 ,0                ,0                ,-0.0014010342152204203  ,-0.003910215260725991   ,0.0                     ,0.0
2019-05-28 00:00:00+00:00 ,1276.5             ,14.281000137329102 ,1.778252218172839     ,   0 ,0                ,0                ,-0.005066250974279041   ,-0.01646007664598792    ,0.0                     ,0.0
2019-05-29 00:00:00+00:00 ,1280.5999755859375 ,14.371999740600586 ,1.472360442117874     ,   0 ,0                ,0                ,0.0032118884339502607   ,0.006372074952483153    ,0.0                     ,0.0
2019-05-30 00:00:00+00:00 ,1287.0999755859375 ,14.460000038146973 ,1.3427421662817358    ,   0 ,0                ,0                ,0.005075745840949164    ,0.006123037791170294    ,0.0                     ,0.0
2019-05-31 00:00:00+00:00 ,1305.800048828125  ,14.529999732971191 ,1.8761969906906613    ,   0 ,0                ,0                ,0.014528842822543409    ,0.004840919407991251    ,0.0                     ,0.0
2019-06-03 00:00:00+00:00 ,1322.699951171875  ,14.70300006866455  ,1.8739723665372092    ,   0 ,0                ,0                ,0.012942182349370057    ,0.011906423872864336    ,0.0                     ,0.0
2019-06-04 00:00:00+00:00 ,1323.4000244140625 ,14.732000350952148 ,1.6769470424665402    ,   0 ,0                ,0                ,0.0005292759265373981   ,0.0019724057778796045   ,0.0                     ,0.0
2019-06-05 00:00:00+00:00 ,1328.300048828125  ,14.753999710083008 ,1.693682411912636     ,   0 ,0                ,0                ,0.0037026026323612182   ,0.001493304276865448    ,0.0                     ,0.0
2019-06-06 00:00:00+00:00 ,1337.5999755859375 ,14.868000030517578 ,1.5864435678415978    ,   0 ,0                ,0                ,0.007001375002596122    ,0.007726740048439984    ,0.0                     ,0.0
2019-06-07 00:00:00+00:00 ,1341.199951171875  ,14.994000434875488 ,1.1818776797693105    ,   0 ,0                ,0                ,0.0026913693567918173   ,0.008474603450315144    ,0.0                     ,0.0
2019-06-10 00:00:00+00:00 ,1324.699951171875  ,14.604999542236328 ,1.8137455077259539    ,   0 ,0                ,0                ,-0.012302416194977517   ,-0.02594376959829603    ,0.0                     ,0.0
2019-06-11 00:00:00+00:00 ,1326.4000244140625 ,14.706000328063965 ,1.3941972921210435    ,   0 ,0                ,0                ,0.0012833647654955094   ,0.0069154939399724835   ,0.0                     ,0.0
2019-06-12 00:00:00+00:00 ,1331.9000244140625 ,14.722000122070312 ,1.5132002670392757    ,   0 ,0                ,0                ,0.0041465620467171505   ,0.001087977264342621    ,0.0                     ,0.0
2019-06-13 00:00:00+00:00 ,1339.199951171875  ,14.871000289916992 ,1.1824361052334442    ,   0 ,0                ,0                ,0.005480836867634897    ,0.010120918802555057    ,0.0                     ,0.0
2019-06-14 00:00:00+00:00 ,1340.0999755859375 ,14.781999588012695 ,1.4744468960162738    ,   0 ,0                ,0                ,0.0006720612655899405   ,-0.005984849718861374   ,0.0                     ,0.0
2019-06-17 00:00:00+00:00 ,1338.699951171875  ,14.814000129699707 ,1.2297631359233194    ,   0 ,0                ,0                ,-0.0010447163939767412  ,0.002164831726349181    ,0.0                     ,0.0
2019-06-18 00:00:00+00:00 ,1346.5999755859375 ,14.979999542236328 ,0.8941234904199509    ,   0 ,0                ,0                ,0.005901265931284261    ,0.011205576554830676    ,0.0                     ,0.0
2019-06-19 00:00:00+00:00 ,1344.5999755859375 ,14.944999694824219 ,0.8995637492333884    ,   0 ,0                ,0                ,-0.0014852220676223604  ,-0.0023364384834209107  ,0.0                     ,0.0
2019-06-20 00:00:00+00:00 ,1392.9000244140625 ,15.468999862670898 ,1.2211041031742538    ,   0 ,0                ,0                ,0.0359215005987763      ,0.035061905556823314    ,0.0                     ,0.0
2019-06-21 00:00:00+00:00 ,1396.199951171875  ,15.27299976348877  ,2.228964889561572     ,   0 ,0                ,0                ,0.0023691052480243613   ,-0.012670508819067727   ,0.0                     ,0.0
2019-06-24 00:00:00+00:00 ,1414.300048828125  ,15.368000030517578 ,2.546372355731769     ,   0 ,0                ,0                ,0.012963829171500851    ,0.006220144601580824    ,0.0                     ,0.0
2019-06-25 00:00:00+00:00 ,1414.9000244140625 ,15.291000366210938 ,2.518792031165393     ,   0 ,0                ,0                ,0.00042422086206861387  ,-0.005010389390534553   ,0.0                     ,0.0
2019-06-26 00:00:00+00:00 ,1411.5999755859375 ,15.282999992370605 ,2.143620645912968     ,   0 ,0                ,0                ,-0.002332354775024914   ,-0.0005232080078952928  ,0.0                     ,0.0
2019-06-27 00:00:00+00:00 ,1408.4000244140625 ,15.204999923706055 ,2.0770116840575934    ,   0 ,0                ,0                ,-0.002266896590549128   ,-0.005103714499999246   ,0.0                     ,0.0
2019-06-28 00:00:00+00:00 ,1409.699951171875  ,15.253000259399414 ,1.7798568469503497    ,   0 ,0                ,0                ,0.0009229812093713985   ,0.0031568783909379228   ,0.0                     ,0.0
2019-07-01 00:00:00+00:00 ,1385.5999755859375 ,15.105999946594238 ,1.1451789473325813    ,   0 ,0                ,0                ,-0.0170958192670031     ,-0.00963746871469362    ,0.0                     ,0.0
2019-07-02 00:00:00+00:00 ,1404.5999755859375 ,15.154000282287598 ,1.683746101550716     ,   0 ,0                ,0                ,0.013712471373251489    ,0.003177567579972118    ,0.0                     ,0.0
2019-07-03 00:00:00+00:00 ,1417.699951171875  ,15.251999855041504 ,1.7603620853317292    ,   0 ,0                ,0                ,0.009326481427904598    ,0.0064669111078512476   ,0.0                     ,0.0
2019-07-05 00:00:00+00:00 ,1396.699951171875  ,14.918000221252441 ,1.8587604779263889    ,   0 ,0                ,0                ,-0.014812725346178723   ,-0.021898743572218216   ,0.0                     ,0.0
2019-07-08 00:00:00+00:00 ,1397.0             ,14.972000122070312 ,1.585742648033396     ,   0 ,0                ,0                ,0.0002148269768844635   ,0.003619781473185757    ,0.0                     ,0.0
2019-07-09 00:00:00+00:00 ,1397.5             ,15.067999839782715 ,1.2113750915429395    ,   0 ,0                ,0                ,0.0003579098067287845   ,0.006411950102170216    ,0.0                     ,0.0
2019-07-10 00:00:00+00:00 ,1410.0999755859375 ,15.147000312805176 ,1.3830039967063927    ,   0 ,0                ,0                ,0.00901608270907861     ,0.0052429303067738076   ,0.0                     ,0.0
2019-07-11 00:00:00+00:00 ,1404.300048828125  ,15.067000389099121 ,1.3279423358690552    ,   0 ,0                ,0                ,-0.004113131592249353   ,-0.005281568763052302   ,0.0                     ,0.0
2019-07-12 00:00:00+00:00 ,1409.9000244140625 ,15.16100025177002  ,1.174188806329972     ,   0 ,0                ,0                ,0.00398773438098976     ,0.006238790750872081    ,0.0                     ,0.0
2019-07-15 00:00:00+00:00 ,1411.4000244140625 ,15.289999961853027 ,0.7189556715370536    ,   0 ,0                ,0                ,0.0010639052230836388   ,0.008508654306495833    ,0.0                     ,0.0
2019-07-16 00:00:00+00:00 ,1409.199951171875  ,15.600000381469727 ,-0.561123728258419    ,   0 ,0                ,0                ,-0.001558787873126799   ,0.020274716833886153    ,0.0                     ,0.0
2019-07-17 00:00:00+00:00 ,1421.300048828125  ,15.892999649047852 ,-1.1169960194030997   ,   1 ,1                ,-1               ,0.008586501614755049    ,0.018782003872651165    ,0.0                     ,0.0
2019-07-18 00:00:00+00:00 ,1426.0999755859375 ,16.1200008392334   ,-1.685349929753865    ,   1 ,1                ,-1               ,0.00337713824872532     ,0.01428309288354801     ,-0.01090595463482269    ,-0.01090595463482269
2019-07-19 00:00:00+00:00 ,1425.0999755859375 ,16.117000579833984 ,-1.6509338049646693   ,   1 ,1                ,-1               ,-0.0007012131106650665  ,-0.00018612030044762307 ,-0.0005150928102174435  ,-0.011421047445040133
2019-07-22 00:00:00+00:00 ,1425.300048828125  ,16.34000015258789  ,-2.251339892173717    ,   1 ,0                ,0                ,0.00014039242552454922  ,0.013836294889318923    ,-0.013695902463794374   ,-0.025116949908834507
2019-07-23 00:00:00+00:00 ,1420.0999755859375 ,16.405000686645508 ,-2.357826815239294    ,   1 ,0                ,0                ,-0.003648405994557402   ,0.003978000823171568    ,0.0                     ,-0.025116949908834507
2019-07-24 00:00:00+00:00 ,1422.800048828125  ,16.554000854492188 ,-2.3815735834352676   ,   1 ,0                ,0                ,0.0019013261661902092   ,0.009082606620551603    ,0.0                     ,-0.025116949908834507
2019-07-25 00:00:00+00:00 ,1413.9000244140625 ,16.339000701904297 ,-1.9099017716144278   ,   1 ,1                ,-1               ,-0.006255288240531676   ,-0.01298780605834915    ,0.0                     ,-0.025116949908834507
2019-07-26 00:00:00+00:00 ,1418.5             ,16.325000762939453 ,-1.615769569954963    ,   1 ,1                ,-1               ,0.003253395223501654    ,-0.0008568418118258814  ,0.004110237035327535    ,-0.021006712873506972
2019-07-29 00:00:00+00:00 ,1419.5999755859375 ,16.368000030517578 ,-1.5664394403728927   ,   1 ,1                ,-1               ,0.0007754498314680447   ,0.0026339519490707897   ,-0.001858502117602745   ,-0.022865214991109717
2019-07-30 00:00:00+00:00 ,1429.699951171875  ,16.4950008392334   ,-1.46993324192157     ,   1 ,1                ,-1               ,0.007114663116113862    ,0.007759091427115727    ,-0.0006444283110018656  ,-0.023509643302111582
2019-07-31 00:00:00+00:00 ,1426.0999755859375 ,16.34600067138672  ,-1.1790292838099896   ,   1 ,1                ,-1               ,-0.0025179937811333764  ,-0.009033050031272638   ,0.006515056250139262    ,-0.01699458705197232
2019-08-01 00:00:00+00:00 ,1420.9000244140625 ,16.121000289916992 ,-0.8010544563391799   ,   1 ,0                ,0                ,-0.0036462739365369368  ,-0.013764858205566055   ,0.010118584269029118    ,-0.0068760027829432024
2019-08-02 00:00:00+00:00 ,1445.5999755859375 ,16.222000122070312 ,-0.34819214499395457  ,   1 ,0                ,0                ,0.017383313918979404    ,0.006265109505425137    ,0.0                     ,-0.0068760027829432024
2019-08-05 00:00:00+00:00 ,1464.5999755859375 ,16.344999313354492 ,-0.0888581934552687   ,   1 ,0                ,0                ,0.013143331710626871    ,0.0075822457378011965   ,0.0                     ,-0.0068760027829432024
2019-08-06 00:00:00+00:00 ,1472.4000244140625 ,16.405000686645508 ,0.013760490843177025  ,   1 ,0                ,0                ,0.0053257196218403635   ,0.003670931527173016    ,0.0                     ,-0.0068760027829432024
2019-08-07 00:00:00+00:00 ,1507.300048828125  ,17.1560001373291   ,-0.6392444528312103   ,   1 ,0                ,0                ,0.023702814340790912    ,0.0457786905973705      ,0.0                     ,-0.0068760027829432024
2019-08-08 00:00:00+00:00 ,1497.699951171875  ,16.900999069213867 ,-0.3008344979452073   ,   1 ,0                ,0                ,-0.006369068762197561   ,-0.014863666709840295   ,0.0                     ,-0.0068760027829432024
2019-08-09 00:00:00+00:00 ,1496.5999755859375 ,16.89699935913086  ,-0.282399868693148    ,   1 ,0                ,0                ,-0.0007344432274815071  ,-0.0002366552454460269  ,0.0                     ,-0.0068760027829432024
2019-08-12 00:00:00+00:00 ,1505.300048828125  ,17.038999557495117 ,-0.3203198783712457   ,   1 ,0                ,0                ,0.005813225567360636    ,0.008403870731493068    ,0.0                     ,-0.0068760027829432024
2019-08-13 00:00:00+00:00 ,1502.199951171875  ,16.95599937438965  ,-0.18692145583837738  ,   1 ,0                ,0                ,-0.0020594549629248116  ,-0.004871188758788336   ,0.0                     ,-0.0068760027829432024
2019-08-14 00:00:00+00:00 ,1515.9000244140625 ,17.253000259399414 ,-0.4390243409035765   ,   1 ,0                ,0                ,0.009120006448875229    ,0.0175159764076398      ,0.0                     ,-0.0068760027829432024
2019-08-15 00:00:00+00:00 ,1519.5999755859375 ,17.187999725341797 ,-0.12464728556967188  ,   1 ,0                ,0                ,0.0024407619976820616   ,-0.003767491629301123   ,0.0                     ,-0.0068760027829432024
2019-08-16 00:00:00+00:00 ,1512.5             ,17.09600067138672  ,-0.05545775405501531  ,   1 ,0                ,0                ,-0.004672266188474938   ,-0.0053525166060734986  ,0.0                     ,-0.0068760027829432024
2019-08-19 00:00:00+00:00 ,1500.4000244140625 ,16.913999557495117 ,0.09339375079145643   ,   1 ,0                ,0                ,-0.007999983858471116   ,-0.010645829828271669   ,0.0                     ,-0.0068760027829432024
2019-08-20 00:00:00+00:00 ,1504.5999755859375 ,17.121999740600586 ,-0.2897556971495658   ,   1 ,0                ,0                ,0.0027992209434382076   ,0.01229751617282604     ,0.0                     ,-0.0068760027829432024
2019-08-21 00:00:00+00:00 ,1504.5999755859375 ,17.125             ,-0.2381487731773383   ,   1 ,0                ,0                ,0.0                     ,0.00017522832875060956  ,0.0                     ,-0.0068760027829432024
2019-08-22 00:00:00+00:00 ,1497.300048828125  ,17.013999938964844 ,-0.09706811221734354  ,   1 ,0                ,0                ,-0.0048517392504739965  ,-0.006481755388914268   ,0.0                     ,-0.0068760027829432024
2019-08-23 00:00:00+00:00 ,1526.5999755859375 ,17.395000457763672 ,-0.08036418435604936  ,   0 ,0                ,0                ,0.019568507181138672    ,0.022393353718444198    ,0.0                     ,-0.0068760027829432024
2019-08-26 00:00:00+00:00 ,1526.300048828125  ,17.624000549316406 ,-1.0542544755452443   ,   0 ,0                ,0                ,-0.00019646715748000698 ,0.013164707417442356    ,0.0                     ,-0.0068760027829432024
2019-08-27 00:00:00+00:00 ,1541.0             ,18.138999938964844 ,-2.3567383110099747   ,   1 ,0                ,0                ,0.009631101815898768    ,0.029221480571754332    ,0.0                     ,-0.0068760027829432024
2019-08-28 00:00:00+00:00 ,1537.800048828125  ,18.304000854492188 ,-2.737566090446161    ,   1 ,0                ,0                ,-0.002076541967472423   ,0.009096472577460046    ,0.0                     ,-0.0068760027829432024
2019-08-29 00:00:00+00:00 ,1526.5             ,18.16699981689453  ,-2.3705292871067347   ,   1 ,0                ,0                ,-0.007348191227290024   ,-0.007484759134724017   ,0.0                     ,-0.0068760027829432024
2019-08-30 00:00:00+00:00 ,1519.0999755859375 ,18.184999465942383 ,-2.3762364975827204   ,   1 ,0                ,0                ,-0.004847706789428474   ,0.0009907881999928758   ,0.0                     ,-0.0068760027829432024
2019-09-03 00:00:00+00:00 ,1545.9000244140625 ,19.07900047302246  ,-3.2045711505368164   ,   0 ,0                ,0                ,0.017642057309485315    ,0.04916145357905566     ,0.0                     ,-0.0068760027829432024
